,Unnamed: 0.1,Unnamed: 0,branch,product_details,amount,amount_mdl,maturity_months,ir,eir,grace_period,montly_payment,repayment_schedule,guarantees,amount_pledge,ages_of_borrower,social_status,background,urban/rural,type_client_new/repeated,date_disbursement,gender,economic_sector,oustanding_amount,client/credit_segment_retail_micro_sme,experience_in_business_years,other_debts_to_banks_non,annual_sales_volume_mdl,annual_profit_mdl,amount_of_loans_paid_monthly,debt_service_ratio_%,assets_according_to_bs_for,equity_according_to_bs_for,net_profit_acc_to_bs,days_in_arrears_acc_to,how_many_loans_acc_to,duration_of_credit_history_since,existence_of_debt_collection_files/criminal,assets_according_to_public_service,target,Currency,Interest Rate,Inflation Rate,Food Inflation,Consumer Price Index CPI,Balance of Trade,Wages,Unemployment Rate,Remittances,GDP Growth Rate,Current Account,GDP,Government Budget
68,68,68,soroca,rapid_loan_<=75_000_mdl,45000,45000,24,25.0,39.018,0.0,2634.1,fixed,guarantor,0.0,49,married,school,rural,repeated,2019-11-21,male,agriculture,0,micro,17.0,119889.0,120000.0,95815,6732,62,,,,7,3.0,28,0,0.0,1,16.7099,16.7099,16.7099,16.7099,16.7099,16.7099,16.7099,16.7099,16.7099,16.7099,16.7099,16.7099,16.7099
69,69,69,balti,rapid_loan_<=75_000_mdl,15000,15000,12,25.0,42.7068,0.0,1503.13,fixed,guarantor,0.0,33,married,post_secondary,rural,repeated,2020-07-22,male,agriculture,0,micro,11.0,4286.75,150000.0,37999,1480,0.47,,,,25,1.0,65,1,0.0,1,16.8822,16.8822,16.8822,16.8822,16.8822,16.8822,16.8822,16.8822,16.8822,16.8822,16.8822,16.8822,16.8822
70,70,70,balti,rapid_loan_<=75_000_mdl,30000,30000,24,25.0,40.6428,0.0,1781.46,fixed,guarantor,0.0,35,married,post_secondary,rural,repeated,2022-02-02,male,agriculture,0,micro,13.0,7026.31,175000.0,60000,2795,0.56,,,,49,1.0,32,1,0.0,1,18.3067,18.3067,18.3067,18.3067,18.3067,18.3067,18.3067,18.3067,18.3067,18.3067,18.3067,18.3067,18.3067
71,71,71,edinet,rapid_loan_<=75_000_mdl,25000,25000,24,25.0,38.2788,0.0,1453.82,floating,guarantor,0.0,27,married,lyceum,urban,repeated,2022-01-20,female,commerce,0,micro,2.0,166534.24,1050000.0,179010,9578,0.64,,,,0,3.0,34_luni,0,0.0,1,18.4015,18.4015,18.4015,18.4015,18.4015,18.4015,18.4015,18.4015,18.4015,18.4015,18.4015,18.4015,18.4015
72,72,72,edinet,rapid_loan_75_001_150000_mdl,70000,70000,24,20.0,33.2484,0.0,4049.53,fixed,guarantor,0.0,42,married,higher,rural,new,2018-10-08,female,agriculture,0,micro,10.0,235892.0,526854.0,207649,12049,70,,,,0,2.0,31_luni,0,,1,17.05,17.05,17.05,17.05,17.05,17.05,17.05,17.05,17.05,17.05,17.05,17.05,17.05
73,73,73,balti,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,32.1408,4.0,13798.89,fixed,guarantor,0.0,26,married,post_secondary,rural,new,2020-05-11,male,agriculture,0,micro,5.0,35821.0,274000.0,95500,4650,58.07,,,,3,3.0,39,0,0.0,1,18.0815,18.0815,18.0815,18.0815,18.0815,18.0815,18.0815,18.0815,18.0815,18.0815,18.0815,18.0815,18.0815
74,74,74,soroca,rapid_loan_<=75_000_mdl,50000,50000,12,25.0,34.1808,0.0,5132.1,fixed,guarantor,0.0,46,married,school,rural,repeated,2018-03-29,male,agriculture,0,micro,2.0,0.0,262000.0,148590,7684,62,,,,0,0.0,27,0,0.0,1,17.1157,17.1157,17.1157,17.1157,17.1157,17.1157,17.1157,17.1157,17.1157,17.1157,17.1157,17.1157,17.1157
75,75,75,soroca,rapid_loan_<=75_000_mdl,16000,16000,23,30.0,41.0892,0.0,2024.19,floating,guarantor,0.0,51,married,school,rural,repeated,2023-01-10,male,agriculture,8513.06,micro,5.0,75494.35,284500.0,134503,6018.5,54,,,,0,3.0,85,0,0.0,1,17.762,17.762,17.762,17.762,17.762,17.762,17.762,17.762,17.762,17.762,17.762,17.762,17.762
76,76,76,balti,rapid_loan_75_001_150000_mdl,30000,30000,17,20.0,33.9756,0.0,2241.01,fixed,guarantor,0.0,34,married,higher,rural,repeated,2019-07-10,female,agriculture,0,micro,15.0,55205.11,195000.0,114844,6710,0.7,,,,2,1.0,71,0,0.0,1,17.022,17.022,17.022,17.022,17.022,17.022,17.022,17.022,17.022,17.022,17.022,17.022,17.022
77,77,77,balti,rapid_loan_75_001_150000_mdl,150000,150000,36,25.0,38.4048,0.0,6833.3,floating,guarantor,0.0,38,married,higher,rural,repeated,2023-06-26,female,agriculture,113112.9,small,19.0,436391.36,225000.0,159696,15528,0.69,,,,11,3.0,44,0,0.0,1,17.3152,17.3152,17.3152,17.3152,17.3152,17.3152,17.3152,17.3152,17.3152,17.3152,17.3152,17.3152,17.3152
78,78,78,soroca,rapid_loan_75_001_150000_mdl,85000,85000,24,20.0,33.5892,0.0,4739.15,fixed,guarantor,0.0,41,married,school,rural,new,2019-12-26,male,agriculture,0,micro,4.0,78360.0,170000.0,83000,4326.14,31,,,,0,1.0,15,0,0.0,1,19.2633,19.2633,19.2633,19.2633,19.2633,19.2633,19.2633,19.2633,19.2633,19.2633,19.2633,19.2633,19.2633
79,79,79,comrat,rapid_loan_<=75_000_mdl,30000,30000,6,27.0,45.6912,0.0,8555.39,floating,no_collateral,0.0,48,single,post_secondary,rural,new,2023-07-11,male,agriculture,0,micro,,,,,,,,,,,,,,,1,17.052,17.052,17.052,17.052,17.052,17.052,17.052,17.052,17.052,17.052,17.052,17.052,17.052
80,80,80,drochia,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,34.206,0.0,5606.71,fixed,guarantor,0.0,47,married,post_secondary,rural,new,2019-10-18,female,agriculture,0,micro,5.0,105233.0,232116.0,1013976,10082,57,,,,0,3.0,104,0,,1,7813.1,7813.1,7813.1,7813.1,7813.1,7813.1,7813.1,7813.1,7813.1,7813.1,7813.1,7813.1,7813.1
81,81,81,chisinau_strcalea_iesilor,rapid_loan_<=75_000_mdl,60000,60000,24,27.0,40.5396,0.0,3559.67,floating,guarantor,0.0,22,single,school,rural,new,2023-04-28,male,commerce,28782.16,micro,1.0,0.0,752124.0,200688,9565,57,0.0,0.0,0.0,0,0.0,0,0,0.0,1,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
82,82,82,balti,rapid_loan_75_001_150000_mdl,100000,100000,24,25.0,34.2696,0.0,5616.25,floating,guarantor,0.0,39,married,school,urban,new,2021-09-28,female,commerce,0,micro,3.0,88722.0,702000.0,155356.8,9082.58,0.7,,,,0,5.0,53,0,0.0,1,250.31,250.31,250.31,250.31,250.31,250.31,250.31,250.31,250.31,250.31,250.31,250.31,250.31
83,83,83,balti,rapid_loan_75_001_150000_mdl,100000,100000,24,25.0,38.7252,0.0,5838.39,floating,guarantor,0.0,40,divorced,school,rural,repeated,2023-07-27,male,agriculture,60017.69,micro,11.0,6000.0,774000.0,198730,6168,0.37,,,,0,0.0,69,0,,1,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
84,84,84,balti,rapid_loan_75_001_150000_mdl,30000,30000,12,20.0,38.1816,0.0,2940.04,fixed,guarantor,0.0,48,divorced,school,rural,repeated,2019-03-07,male,agriculture,0,micro,,,,,,,,,,,,,,,1,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4
85,85,85,soroca,rapid_loan_<=75_000_mdl,26000,26000,6,25.0,48.5688,0.0,4793.6,fixed,guarantor,0.0,58,cohabitation,school,urban,new,2020-07-13,male,services,0,micro,7.0,27183.0,249600.0,91596,6139,80,,,,1,1.0,23,0,,1,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6
86,86,86,soroca,rapid_loan_<=75_000_mdl,10000,10000,6,25.0,51.3528,0.0,1857.63,fixed,guarantor,0.0,59,cohabitation,school,urban,repeated,2021-12-07,male,services,0,micro,8.0,10098.0,192000.0,57516,3198,67,,,,1,1.0,40,0,,1,11.74,11.74,11.74,11.74,11.74,11.74,11.74,11.74,11.74,11.74,11.74,11.74,11.74
87,87,87,chisinau_strcalea_iesilor,rapid_loan_<=75_000_mdl,15000,15000,12,25.0,42.8952,0.0,1504.52,fixed,guarantor,0.0,43,married,post_secondary,rural,repeated,2021-12-14,male,commerce,0,micro,10.0,144210.87,270000.0,174000,8067,56,0.0,0.0,0.0,0,3.0,3,0,0.0,1,12.37,12.37,12.37,12.37,12.37,12.37,12.37,12.37,12.37,12.37,12.37,12.37,12.37
88,88,88,cahul,rapid_loan_<=75_000_mdl,22000,22000,8,25.0,35.5944,4.0,6414.68,fixed,guarantor,0.0,47,married,school,rural,new,2020-04-08,male,agriculture,0,micro,6.0,17904.0,220000.0,125800,4792,0.36,,,,0,1.0,24,0,40000.0,1,-195.03,-195.03,-195.03,-195.03,-195.03,-195.03,-195.03,-195.03,-195.03,-195.03,-195.03,-195.03,-195.03
89,89,89,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,75000,75000,24,20.0,33.9132,0.0,4193.92,fixed,guarantor,0.0,24,single,school,urban,new,2019-01-22,male,commerce,0,micro,,,,,,,,,,,,,,,1,2603.41,2603.41,2603.41,2603.41,2603.41,2603.41,2603.41,2603.41,2603.41,2603.41,2603.41,2603.41,2603.41
90,90,90,balti,rapid_loan_<=75_000_mdl,50000,50000,8,25.0,38.976,3.0,11678.11,fixed,guarantor,0.0,51,cohabitation,school,rural,new,2021-03-26,male,agriculture,0,micro,5.0,3506193.0,4600000.0,2537000,168069.91,0.79,,,,5,2.0,117,0,0.0,1,-321.4,-321.4,-321.4,-321.4,-321.4,-321.4,-321.4,-321.4,-321.4,-321.4,-321.4,-321.4,-321.4
91,91,91,drochia,rapid_loan_75_001_150000_mdl,68000,68000,18,20.0,35.5968,0.0,4757.6,fixed,guarantor,0.0,39,married,post_secondary,rural,new,2019-05-15,female,other,0,micro,5.0,475.0,139680.0,87180,5233,68,,,,0,1.0,1,0,,1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1
92,92,92,drochia,rapid_loan_<=75_000_mdl,20000,20000,24,25.0,37.9812,0.0,1159.98,fixed,guarantor,0.0,32,married,school,rural,repeated,2019-01-30,male,agriculture,0,micro,8.0,80000.0,294410.0,137531,5636,49,,,,0,1.0,11,0,,1,17.525,17.525,17.525,17.525,17.525,17.525,17.525,17.525,17.525,17.525,17.525,17.525,17.525
93,93,93,drochia,rapid_loan_<=75_000_mdl,50000,50000,24,25.0,39.396,0.0,2936.6,fixed,guarantor,0.0,34,married,school,rural,repeated,2021-05-31,male,agriculture,0,micro,10.0,9152.0,338004.0,123012,5568,54,,,,26,1.0,38,1,,1,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9,12175.9
94,94,94,drochia,rapid_loan_<=75_000_mdl,50000,50000,24,27.0,40.5348,0.0,2966.27,floating,guarantor,0.0,36,married,school,rural,new,2023-04-27,male,agriculture,23976.85,micro,12.0,12778.0,495996.0,312000,5169,20,,,,50,1.0,69,1,,1,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
95,95,95,balti,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,35.0088,0.0,5647.48,fixed,guarantor,0.0,53,married,school,rural,new,2019-03-04,male,other,0,micro,,,,,,,,,,,,,,,1,298.69,298.69,298.69,298.69,298.69,298.69,298.69,298.69,298.69,298.69,298.69,298.69,298.69
96,96,96,drochia,rapid_loan_<=75_000_mdl,10000,10000,12,25.0,46.6596,0.0,1005.69,fixed,guarantor,0.0,30,married,post_secondary,rural,new,2019-05-15,female,other,0,micro,,,,,,,,,,,,,,,1,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15,13.15
97,97,97,drochia,rapid_loan_75_001_150000_mdl,70000,70000,24,20.0,34.3572,0.0,3930.06,fixed,guarantor,0.0,40,married,school,urban,repeated,2020-07-07,female,commerce,0,micro,8.0,0.0,374400.0,92592,5155,67,,,,0,0.0,49,0,,1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1
98,98,98,drochia,rapid_loan_75_001_150000_mdl,70000,70000,18,25.0,35.3076,0.0,4891.78,fixed,guarantor,0.0,42,married,school,urban,repeated,2022-04-05,female,commerce,0,micro,10.0,41339.0,374400.0,92280,3892,51,,,,28,1.0,70,0,,1,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08,13.08
99,99,99,balti,rapid_loan_75_001_150000_mdl,75000,75000,24,20.0,34.0896,0.0,4200.57,fixed,guarantor,0.0,30,married,school,urban,new,2018-09-11,male,commerce,0,micro,1.0,96242.0,636408.0,139020,7799,0.67,0.0,0.0,0.0,12,1.0,27,0,0.0,1,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69,-409.69
100,100,100,balti,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,32.6148,0.0,5583.58,fixed,guarantor,0.0,53,married,school,rural,new,2018-04-27,male,other,0,micro,10.0,98692.0,140400.0,104400,8694,0.64,0.0,0.0,0.0,2,3.0,79,0,0.0,1,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98,4048.98
101,101,101,soroca,rapid_loan_75_001_150000_mdl,40000,40000,4,20.0,41.2668,1.0,14234.81,fixed,guarantor,0.0,29,married,higher,rural,repeated,2020-08-24,male,agriculture,0,micro,8.0,544000.0,1228000.0,578036,37423,78,,,,0,3.0,50,0,,1,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0,-349.0
102,102,102,soroca,rapid_loan_<=75_000_mdl,25000,25000,6,25.0,39.462,0.0,9450.51,floating,guarantor,0.0,31,married,higher,rural,repeated,2022-07-26,male,agriculture,0,micro,10.0,1571694.0,2136600.0,1391830,71537,62,,,,5,13.0,73,0,,1,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25,18.25
103,103,103,soroca,rapid_loan_75_001_150000_mdl,75000,75000,24,20.0,33.4596,0.0,4176.69,fixed,guarantor,0.0,37,married,school,rural,new,2018-08-30,male,agriculture,0,micro,3.0,2000.0,151000.0,73340,4204,69,,,,0,1.0,1,0,0.0,1,17.7206,17.7206,17.7206,17.7206,17.7206,17.7206,17.7206,17.7206,17.7206,17.7206,17.7206,17.7206,17.7206
104,104,104,balti,rapid_loan_75_001_150000_mdl,117500,117500,36,23.0,36.1104,0.0,5200.73,floating,guarantor,0.0,53,married,school,rural,repeated,2023-12-11,male,agriculture,103874.09,small,10.0,93948.71,216000.0,168195,9914,0.7073,,,,0,2.0,56,0,0.0,1,17.072,17.072,17.072,17.072,17.072,17.072,17.072,17.072,17.072,17.072,17.072,17.072,17.072
105,105,105,balti,rapid_loan_<=75_000_mdl,30000,30000,19,25.0,38.784,0.0,2116.82,fixed,guarantor,0.0,40,married,school,rural,new,2019-03-27,male,agriculture,0,micro,,,,,,,,,,,,,,,1,16.636,16.636,16.636,16.636,16.636,16.636,16.636,16.636,16.636,16.636,16.636,16.636,16.636
106,106,106,edinet,rapid_loan_<=75_000_mdl,33500,33500,5,25.0,43.524,2.0,12421.06,floating,guarantor,0.0,29,married,lyceum,rural,new,2022-07-20,female,agriculture,0,micro,0.0,16800.0,628000.0,311496,"10784,5",42,,,,0,1.0,51,nu_,,1,18.04,18.04,18.04,18.04,18.04,18.04,18.04,18.04,18.04,18.04,18.04,18.04,18.04
107,107,107,soroca,rapid_loan_<=75_000_mdl,15000,15000,24,25.0,38.91,0.0,877.19,fixed,guarantor,0.0,49,married,school,rural,repeated,2018-09-21,female,agriculture,0,micro,30.0,17049.0,75440.0,41139,2213,0.65,,,,0,1.0,39_luni,nu,,1,17.4772,17.4772,17.4772,17.4772,17.4772,17.4772,17.4772,17.4772,17.4772,17.4772,17.4772,17.4772,17.4772
108,108,108,soroca,rapid_loan_75_001_150000_mdl,80000,80000,23,20.0,29.1888,0.0,4833.61,fixed,guarantor,0.0,46,married,higher,rural,new,2018-04-12,male,agriculture,0,micro,10.0,29696.0,288000.0,160918,7812,58,,,,0,1.0,84,0,,1,16.825,16.825,16.825,16.825,16.825,16.825,16.825,16.825,16.825,16.825,16.825,16.825,16.825
109,109,109,soroca,rapid_loan_75_001_150000_mdl,40000,40000,11,20.0,25.5996,0.0,2594.69,fixed,guarantor,0.0,48,married,higher,rural,repeated,2019-11-08,male,agriculture,0,micro,11.0,43151.0,157500.0,57500,,,,,,7,1.0,102,0,,1,17.785,17.785,17.785,17.785,17.785,17.785,17.785,17.785,17.785,17.785,17.785,17.785,17.785
110,110,110,soroca,rapid_loan_75_001_150000_mdl,40000,40000,24,20.0,28.9356,0.0,7048.99,fixed,guarantor,0.0,49,married,higher,rural,repeated,2020-11-24,male,agriculture,0,micro,13.0,54000.0,224796.0,123684,7506,73,,,,13,2.0,114,0,,1,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95
111,111,111,chisinau_strcalea_iesilor,rapid_loan_75_001_150000_mdl,63000,63000,24,20.0,33.9684,0.0,3524.62,fixed,guarantor,0.0,33,married,school,urban,new,2019-03-20,male,services,0,micro,12.0,3800.0,1022484.0,72900,3524.62,58,0.0,0.0,0.0,0,0.0,0,0,0.0,1,16.89,16.89,16.89,16.89,16.89,16.89,16.89,16.89,16.89,16.89,16.89,16.89,16.89
112,112,112,balti,rapid_loan_<=75_000_mdl,20000,20000,12,25.0,42.3276,0.0,2000.46,fixed,guarantor,0.0,52,married,school,rural,new,2021-08-24,male,agriculture,0,micro,12.0,0.0,120000.0,56650,2007,42.5,,,,0,0.0,0,0,0.0,1,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
113,113,113,balti,rapid_loan_<=75_000_mdl,15000,15000,12,27.0,40.8084,0.0,1572.22,floating,guarantor,0.0,54,married,school,rural,repeated,2023-08-08,male,agriculture,6207.73,micro,14.0,0.0,175000.0,50600,1622,38.5,,,,6,0.0,24,0,0.0,1,17.692,17.692,17.692,17.692,17.692,17.692,17.692,17.692,17.692,17.692,17.692,17.692,17.692
114,114,114,balti,rapid_loan_<=75_000_mdl,20000,20000,24,25.0,38.7696,0.0,1370.03,fixed,guarantor,0.0,31,married,school,urban,new,2019-04-05,female,services,0,micro,4.0,123662.12,672000.0,258960,16531.5,0.76,,,,30,6.0,49,0,0.0,1,16.413,16.413,16.413,16.413,16.413,16.413,16.413,16.413,16.413,16.413,16.413,16.413,16.413
115,115,115,balti,rapid_loan_<=75_000_mdl,20000,20000,24,25.0,38.1432,0.0,1161.65,fixed,guarantor,0.0,56,married,school,rural,new,2019-05-16,female,agriculture,0,micro,3.0,0.0,23125.0,21415,1172,0.66,,,,0,0.0,0,0,0.0,1,19.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09
116,116,116,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,100000,100000,8,20.0,35.7456,0.0,14140.68,fixed,guarantor,0.0,30,married,higher,rural,new,2019-02-22,male,agriculture,0,micro,,,,,,,,,,,,,,,1,17.764,17.764,17.764,17.764,17.764,17.764,17.764,17.764,17.764,17.764,17.764,17.764,17.764
117,117,117,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,70000,70000,24,20.0,34.5576,0.0,3937.18,fixed,guarantor,0.0,43,cohabitation,post_secondary,urban,new,2019-11-08,female,services,0,micro,,,,,,,,,,,,,,,1,17.911,17.911,17.911,17.911,17.911,17.911,17.911,17.911,17.911,17.911,17.911,17.911,17.911
118,118,118,chisinau_strcalea_iesilor,rapid_loan_75_001_150000_mdl,90000,90000,20,20.0,32.1684,8.0,5942.12,fixed,guarantor,0.0,33,married,higher,rural,new,2020-04-03,male,agriculture,0,micro,0.0,0.0,0.0,0,5029.91,0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,17.0985,17.0985,17.0985,17.0985,17.0985,17.0985,17.0985,17.0985,17.0985,17.0985,17.0985,17.0985,17.0985
119,119,119,soroca,rapid_loan_<=75_000_mdl,16000,16000,12,25.0,43.578,0.0,1610.19,fixed,no_collateral,0.0,35,married,school,urban,new,2021-02-26,male,services,0,micro,2.0,103990.0,502200.0,253020,3538,0.17,,,,30,2.0,16_luni,nu,,1,18.1085,18.1085,18.1085,18.1085,18.1085,18.1085,18.1085,18.1085,18.1085,18.1085,18.1085,18.1085,18.1085
120,120,120,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,60000,60000,12,20.0,37.9764,0.0,5874.1,fixed,mixt,60000.0,25,married,post_secondary,urban,repeated,2018-08-03,male,commerce,0,micro,,,,,,,,,,,,,,,1,17.248,17.248,17.248,17.248,17.248,17.248,17.248,17.248,17.248,17.248,17.248,17.248,17.248
121,121,121,edinet,rapid_loan_75_001_150000_mdl,60000,60000,23,20.0,28.5096,8.0,10308.6,fixed,guarantor,0.0,30,married,lyceum,rural,new,2020-02-13,male,agriculture,0,micro,5.0,17400.0,84125.0,62292,3586,69,,,,0,1.0,8_luni,0,,1,17.882,17.882,17.882,17.882,17.882,17.882,17.882,17.882,17.882,17.882,17.882,17.882,17.882
122,122,122,soroca,rapid_loan_75_001_150000_mdl,100000,100000,31,20.0,32.7744,0.0,4696.95,fixed,guarantor,0.0,48,married,school,rural,new,2018-11-12,male,agriculture,0,micro,3.0,130472.0,1211480.0,242344,13796,0.68,,,,20,3.0,69_luni,nu,,1,17.5792,17.5792,17.5792,17.5792,17.5792,17.5792,17.5792,17.5792,17.5792,17.5792,17.5792,17.5792,17.5792
123,123,123,comrat,rapid_loan_<=75_000_mdl,40000,40000,24,25.0,39.6432,0.0,2354.41,fixed,guarantor,0.0,34,married,higher,rural,repeated,2020-10-07,male,services,0,micro,,,,,,,,,,,,,,,1,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62
124,124,124,edinet,rapid_loan_<=75_000_mdl,20000,20000,18,25.0,40.4832,0.0,1447.97,fixed,guarantor,0.0,57,married,lyceum,rural,repeated,2019-03-21,male,commerce,0,micro,10.0,30950.0,390000.0,76488,4341,68,,,,0,3.0,51_luni,0,,1,16.994,16.994,16.994,16.994,16.994,16.994,16.994,16.994,16.994,16.994,16.994,16.994,16.994
125,125,125,edinet,rapid_loan_<=75_000_mdl,15000,15000,12,25.0,42.4896,0.0,1501.53,fixed,guarantor,0.0,58,married,lyceum,rural,repeated,2020-03-24,male,commerce,0,micro,10.0,57114.0,390000.0,121008,6588,65,,,,0,3.0,64_luni,0,,1,16.8822,16.8822,16.8822,16.8822,16.8822,16.8822,16.8822,16.8822,16.8822,16.8822,16.8822,16.8822,16.8822
126,126,126,edinet,rapid_loan_<=75_000_mdl,15000,15000,12,25.0,43.0584,0.0,1505.71,fixed,guarantor,0.0,59,married,lyceum,rural,repeated,2021-03-09,male,agriculture,0,micro,10.0,39089.0,312000.0,105996,4389,50,,,,0,3.0,76_luni,0,,1,17.5468,17.5468,17.5468,17.5468,17.5468,17.5468,17.5468,17.5468,17.5468,17.5468,17.5468,17.5468,17.5468
127,127,127,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,70000,70000,12,20.0,37.8792,0.0,6849.8,fixed,guarantor,0.0,30,single,post_secondary,urban,new,2018-06-19,male,commerce,0,micro,,,,,,,,,,,,,,,1,17.642,17.642,17.642,17.642,17.642,17.642,17.642,17.642,17.642,17.642,17.642,17.642,17.642
128,128,128,balti,rapid_loan_75_001_150000_mdl,100000,100000,36,22.0,35.6016,0.0,4395.53,floating,guarantor,0.0,41,single,school,rural,repeated,2022-07-29,male,services,0,micro,6.0,651023.76,1020000.0,427620,24727,0.69,,,,0,6.0,42,0,0.0,1,18.1405,18.1405,18.1405,18.1405,18.1405,18.1405,18.1405,18.1405,18.1405,18.1405,18.1405,18.1405,18.1405
129,129,129,soroca,rapid_loan_75_001_150000_mdl,65000,65000,6,20.0,32.0028,0.0,23843.54,fixed,guarantor,0.0,33,single,school,rural,new,2020-01-17,male,agriculture,0,micro,12.0,4000.0,525000.0,380000,,,,,,0,1.0,35,0,,1,17.1381,17.1381,17.1381,17.1381,17.1381,17.1381,17.1381,17.1381,17.1381,17.1381,17.1381,17.1381,17.1381
130,130,130,soroca,rapid_loan_75_001_150000_mdl,51000,51000,22,20.0,34.1748,0.0,3117.7,fixed,guarantor,0.0,31,cohabitation,lyceum,rural,new,2021-02-10,male,agriculture,0,micro,6.0,200000.0,280000.0,154000,9316.58,73,,,,0,1.0,35,0,,1,17.8284,17.8284,17.8284,17.8284,17.8284,17.8284,17.8284,17.8284,17.8284,17.8284,17.8284,17.8284,17.8284
131,131,131,balti,rapid_loan_<=75_000_mdl,40000,40000,24,25.0,38.7864,0.0,2336.63,fixed,guarantor,0.0,58,married,school,rural,new,2019-04-24,female,agriculture,0,micro,5.0,78586.0,390800.0,137171,7536,0.66,,,,5,3.0,30,0,0.0,1,17.811,17.811,17.811,17.811,17.811,17.811,17.811,17.811,17.811,17.811,17.811,17.811,17.811
132,132,132,balti,rapid_loan_75_001_150000_mdl,50000,50000,24,25.0,35.5032,0.0,2939.23,fixed,guarantor,0.0,59,married,school,rural,repeated,2020-08-17,female,agriculture,0,micro,6.0,20111.55,125300.0,92426.5,2930.96,0.38,,,,5,2.0,54,0,0.0,1,17.002,17.002,17.002,17.002,17.002,17.002,17.002,17.002,17.002,17.002,17.002,17.002,17.002
133,133,133,balti,rapid_loan_75_001_150000_mdl,25000,25000,18,20.0,34.9224,0.0,1740.81,fixed,guarantor,0.0,60,married,school,rural,repeated,2021-04-28,female,agriculture,0,micro,7.0,43954.22,125300.0,92426.5,4679,0.61,,,,5,2.0,62,0,0.0,1,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65
134,134,134,drochia,rapid_loan_75_001_150000_mdl,35000,35000,24,25.0,38.304,0.0,2035.81,fixed,guarantor,0.0,43,married,school,rural,new,2018-01-30,male,agriculture,0,micro,1.0,45186.0,228907.0,191907,9135,57,,,,0,2.0,41,0,,1,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09,3.09
135,135,135,chisinau_str._puskin,rapid_loan_75_001_150000_mdl,100000,100000,18,20.0,35.724,0.0,7002.73,fixed,guarantor,0.0,55,married,school,urban,repeated,2021-03-15,female,commerce,0,micro,,,,,,,,,,,,,,,1,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95,4.95
136,136,136,drochia,rapid_loan_75_001_150000_mdl,100000,100000,24,20.0,33.7776,0.0,5904.68,fixed,guarantor,0.0,40,married,school,rural,new,2020-01-15,male,agriculture,0,micro,1.0,45186.0,327264.0,289416,9135,38,,,,0,2.0,40,,,1,2712.97,2712.97,2712.97,2712.97,2712.97,2712.97,2712.97,2712.97,2712.97,2712.97,2712.97,2712.97,2712.97
